publishedDate,description,severity,latitude,longitude,type,count
2024-01-07,Malware attack detected targeting enterprise network assets.,Medium,-45.69324981140202,-87.06074798657866,Malware,23
2024-01-08,Ransomware attack detected targeting enterprise network assets.,Low,6.39714933508354,-26.428478992390723,Ransomware,2
2024-01-08,Phishing attack detected targeting enterprise network assets.,Medium,62.57826150862749,-56.57506175335833,Phishing,2
2024-01-09,Malware attack detected targeting enterprise network assets.,Medium,-27.906111830981843,62.81736730873229,Malware,4
2024-01-09,Malware attack detected targeting enterprise network assets.,Critical,-25.31846814421295,152.5167858664489,Malware,3
2024-01-09,DDoS attack detected targeting enterprise network assets.,Critical,-28.856954213293584,-113.63364093080861,DDoS,3
2024-01-10,Ransomware attack detected targeting enterprise network assets.,High,39.01054999273329,-83.9559859224321,Ransomware,4
2024-01-10,Malware attack detected targeting enterprise network assets.,High,22.358862398916315,11.44789890392272,Malware,2
2024-01-10,Ransomware attack detected targeting enterprise network assets.,Medium,-54.69923159788069,29.085741820237388,Ransomware,4
2024-01-10,Phishing attack detected targeting enterprise network assets.,High,-30.555549224268066,46.45529293102396,Phishing,2
2024-01-10,DDoS attack detected targeting enterprise network assets.,High,48.902313767952634,56.22083745256984,DDoS,2
2024-01-11,Ransomware attack detected targeting enterprise network assets.,Critical,-26.467588397029772,51.19489473093728,Ransomware,3
2024-01-11,DDoS attack detected targeting enterprise network assets.,High,-28.55920218294128,-130.20711430211225,DDoS,2
2024-01-11,Ransomware attack detected targeting enterprise network assets.,Medium,-23.746724163016353,64.11450559128681,Ransomware,4
2024-01-11,Phishing attack detected targeting enterprise network assets.,High,23.464114000057407,-133.07521120158438,Phishing,3
2024-01-12,Ransomware attack detected targeting enterprise network assets.,Medium,62.21734751951119,151.57242776170153,Ransomware,3
2024-01-12,Phishing attack detected targeting enterprise network assets.,Medium,-1.7048614117878458,158.2263880354626,Phishing,2
2024-01-12,Phishing attack detected targeting enterprise network assets.,Medium,37.04388266534313,47.882527695108706,Phishing,4
2024-01-13,Malware attack detected targeting enterprise network assets.,High,6.145829989038802,43.62643781948651,Malware,1
2024-01-13,Phishing attack detected targeting enterprise network assets.,Critical,3.276479884729163,129.95161206993726,Phishing,2
2024-01-13,Phishing attack detected targeting enterprise network assets.,High,26.96012775620295,116.53362082300896,Phishing,0
2024-01-13,DDoS attack detected targeting enterprise network assets.,Low,23.911398467931818,-103.32458258974434,DDoS,1
2024-01-13,Malware attack detected targeting enterprise network assets.,Critical,37.203440606663804,144.982991047665,Malware,0
2024-01-14,Ransomware attack detected targeting enterprise network assets.,Critical,50.891229210756805,-65.77635453773257,Ransomware,0
2024-01-14,Malware attack detected targeting enterprise network assets.,Medium,-37.96594293080798,18.176403986672057,Malware,2
2024-01-15,DDoS attack detected targeting enterprise network assets.,Low,-32.84056671000317,54.765925383696185,DDoS,4
2024-01-15,Ransomware attack detected targeting enterprise network assets.,Medium,-18.068400648981935,111.57433437589583,Ransomware,2
2024-01-15,DDoS attack detected targeting enterprise network assets.,High,-21.4536813257862,-25.67012593719153,DDoS,3
2024-01-15,Malware attack detected targeting enterprise network assets.,Low,-59.32596783938172,40.92621278356353,Malware,2
2024-01-16,DDoS attack detected targeting enterprise network assets.,Low,55.26022936358579,-151.1626330004145,DDoS,3
2024-01-16,Ransomware attack detected targeting enterprise network assets.,High,-17.340153228284848,-110.38668264712186,Ransomware,3
2024-01-16,Phishing attack detected targeting enterprise network assets.,Critical,-27.467323132937672,-147.57288498258458,Phishing,4
2024-01-17,Malware attack detected targeting enterprise network assets.,High,40.099161902819404,-90.93727120101019,Malware,2
2024-01-17,Phishing attack detected targeting enterprise network assets.,Low,9.076102103859242,13.003238915234078,Phishing,4
2024-01-17,DDoS attack detected targeting enterprise network assets.,Critical,7.119045279155387,-56.65392865880129,DDoS,2
2024-01-17,Ransomware attack detected targeting enterprise network assets.,Medium,-49.80067042550542,-151.8877621070536,Ransomware,2
2024-01-17,Ransomware attack detected targeting enterprise network assets.,High,-6.836117226144914,-104.54581757732936,Ransomware,2
2024-01-18,Phishing attack detected targeting enterprise network assets.,Low,-36.22742037605005,139.0764791487071,Phishing,2
2024-01-18,Ransomware attack detected targeting enterprise network assets.,High,-3.362523171874166,73.61258129978194,Ransomware,4
2024-01-18,DDoS attack detected targeting enterprise network assets.,Medium,-44.37859578526652,-50.59850665075149,DDoS,2
2024-01-18,Phishing attack detected targeting enterprise network assets.,Critical,31.475521719403076,-8.264374692055924,Phishing,3
2024-01-18,Malware attack detected targeting enterprise network assets.,Medium,-37.48375691169802,-21.167472243848636,Malware,4
2024-01-19,Malware attack detected targeting enterprise network assets.,Critical,-26.083828965577183,-155.10254710707687,Malware,4
2024-01-19,Malware attack detected targeting enterprise network assets.,High,28.915290021758338,37.072372604772426,Malware,4
2024-01-19,DDoS attack detected targeting enterprise network assets.,High,62.229931385244484,24.15173692028128,DDoS,3
2024-01-20,Malware attack detected targeting enterprise network assets.,Critical,46.68313184671419,40.30069443250329,Malware,0
2024-01-20,Phishing attack detected targeting enterprise network assets.,Medium,-24.385053448252613,-91.33148169332028,Phishing,1
2024-01-21,Phishing attack detected targeting enterprise network assets.,High,-50.74547570017023,-57.92779830599639,Phishing,1
2024-01-21,Phishing attack detected targeting enterprise network assets.,Critical,-23.35887927945801,-122.18725516107,Phishing,0
2024-01-21,Ransomware attack detected targeting enterprise network assets.,Critical,35.55923569450515,97.11389772315152,Ransomware,0
2024-01-21,Malware attack detected targeting enterprise network assets.,High,44.888516104744326,156.96164544021548,Malware,1
2024-01-22,DDoS attack detected targeting enterprise network assets.,Critical,13.042669978690569,-83.64900486709115,DDoS,4
2024-01-22,Malware attack detected targeting enterprise network assets.,Medium,-10.895244797081666,10.984791529780296,Malware,2
2024-01-22,Ransomware attack detected targeting enterprise network assets.,Low,-53.046911422842044,146.73327900262348,Ransomware,4
2024-01-22,Ransomware attack detected targeting enterprise network assets.,Critical,27.98008757515943,-5.593296114354416,Ransomware,3
2024-01-22,Malware attack detected targeting enterprise network assets.,Low,18.31732036714547,17.184976750656233,Malware,2
2024-01-23,DDoS attack detected targeting enterprise network assets.,High,-48.14320660367025,-1.7855024951739438,DDoS,4
2024-01-23,Phishing attack detected targeting enterprise network assets.,Medium,55.40154375857897,-47.70719598333483,Phishing,3
2024-01-23,Malware attack detected targeting enterprise network assets.,High,20.36834823111394,-127.64074364070711,Malware,4
2024-01-23,DDoS attack detected targeting enterprise network assets.,Low,46.84180770774631,65.99751269007879,DDoS,2
2024-01-24,Ransomware attack detected targeting enterprise network assets.,High,52.2080078585705,121.71518996429336,Ransomware,2
2024-01-24,Malware attack detected targeting enterprise network assets.,High,-14.471627928959236,66.61798258662395,Malware,4
2024-01-24,Phishing attack detected targeting enterprise network assets.,High,-27.665859924062566,-54.319190713888474,Phishing,3
2024-01-25,Phishing attack detected targeting enterprise network assets.,Medium,-52.68057416136114,-121.97826679421698,Phishing,2
2024-01-25,Ransomware attack detected targeting enterprise network assets.,High,15.837939462630757,147.8952155118534,Ransomware,4
2024-01-26,DDoS attack detected targeting enterprise network assets.,High,-3.276341891147723,96.6749596885549,DDoS,2
2024-01-26,Malware attack detected targeting enterprise network assets.,Medium,-54.357898171237544,135.88586567155073,Malware,2
2024-01-27,DDoS attack detected targeting enterprise network assets.,Low,-38.391993851797125,-90.62108589232281,DDoS,2
2024-01-27,Malware attack detected targeting enterprise network assets.,High,-10.053761920701412,75.87222586976617,Malware,2
2024-01-27,DDoS attack detected targeting enterprise network assets.,Low,-8.712166180943122,-125.838058900517,DDoS,0
2024-01-27,DDoS attack detected targeting enterprise network assets.,High,-9.525110081316619,-86.59368137441611,DDoS,0
2024-01-28,Ransomware attack detected targeting enterprise network assets.,High,9.692527624735646,-60.951162788375115,Ransomware,0
2024-01-28,Malware attack detected targeting enterprise network assets.,Low,-50.09395065210879,140.9701846833227,Malware,2
2024-01-28,Ransomware attack detected targeting enterprise network assets.,Critical,-49.2427053954102,120.53167549625368,Ransomware,2
2024-01-28,Ransomware attack detected targeting enterprise network assets.,Medium,41.088296885579325,-6.281573802766502,Ransomware,2
2024-01-28,Malware attack detected targeting enterprise network assets.,High,-8.911371632748313,105.33255062608464,Malware,0
2024-01-29,Malware attack detected targeting enterprise network assets.,Medium,-24.45708064900819,-141.95984107170332,Malware,3
2024-01-29,Malware attack detected targeting enterprise network assets.,Critical,69.5627888196077,17.738145792840783,Malware,2
2024-01-29,Phishing attack detected targeting enterprise network assets.,Critical,-27.8447467733843,-15.825876700770067,Phishing,3
2024-01-30,Malware attack detected targeting enterprise network assets.,Medium,54.16868677229499,82.23972229511318,Malware,3
2024-01-30,DDoS attack detected targeting enterprise network assets.,Low,4.761474263966079,-7.612577027515471,DDoS,4
2024-01-31,Malware attack detected targeting enterprise network assets.,High,12.921936299600219,120.52915285067041,Malware,2
2024-01-31,Ransomware attack detected targeting enterprise network assets.,Low,38.167843237570466,38.499056433108706,Ransomware,3
2024-01-31,Ransomware attack detected targeting enterprise network assets.,Low,-58.10919346317535,-47.81198118188897,Ransomware,3
2024-01-31,Ransomware attack detected targeting enterprise network assets.,Medium,57.54063028418729,-48.55825055254388,Ransomware,3
2024-01-31,Ransomware attack detected targeting enterprise network assets.,Medium,20.871271029623557,115.95638679895848,Ransomware,2
2024-02-01,DDoS attack detected targeting enterprise network assets.,Critical,39.959306371001674,-138.80448708740292,DDoS,2
2024-02-01,Malware attack detected targeting enterprise network assets.,Medium,-32.812997159793156,25.487979030956296,Malware,4
2024-02-01,Malware attack detected targeting enterprise network assets.,Medium,16.019593773389985,-31.903843548709972,Malware,2
2024-02-02,Ransomware attack detected targeting enterprise network assets.,High,-37.59841674378812,-98.46751398122535,Ransomware,4
2024-02-02,Phishing attack detected targeting enterprise network assets.,Medium,-36.988637044022916,-131.6151891977422,Phishing,2
2024-02-02,DDoS attack detected targeting enterprise network assets.,Medium,-12.64491806375019,1.0935266735542086,DDoS,2
2024-02-02,Phishing attack detected targeting enterprise network assets.,High,21.627050633818016,-133.837109776361,Phishing,3
2024-02-03,Malware attack detected targeting enterprise network assets.,Low,52.87914391462628,-132.9545575421818,Malware,2
2024-02-03,Ransomware attack detected targeting enterprise network assets.,High,60.125428683966305,-84.44270940243061,Ransomware,2
2024-02-03,Phishing attack detected targeting enterprise network assets.,High,-55.231183624222275,-79.22017780991337,Phishing,2
2024-02-03,Ransomware attack detected targeting enterprise network assets.,High,9.17475308449103,-125.70495637127166,Ransomware,1
2024-02-03,Ransomware attack detected targeting enterprise network assets.,Medium,-24.998379976580473,-39.26906780652075,Ransomware,1
2024-02-04,Ransomware attack detected targeting enterprise network assets.,Low,9.593623322018061,-85.37074830406361,Ransomware,0
2024-02-04,DDoS attack detected targeting enterprise network assets.,Medium,24.346969237904887,-6.533727438639943,DDoS,2
2024-02-05,DDoS attack detected targeting enterprise network assets.,High,13.37961052794337,-38.79275969558741,DDoS,2
2024-02-05,Phishing attack detected targeting enterprise network assets.,High,-28.23408978959491,-0.5607366883391478,Phishing,3
2024-02-05,Malware attack detected targeting enterprise network assets.,Low,-30.70673629737133,-43.08581770430155,Malware,3
2024-02-05,Phishing attack detected targeting enterprise network assets.,Critical,-52.76504638359321,109.54049129541812,Phishing,4
2024-02-06,Malware attack detected targeting enterprise network assets.,Critical,-45.434942718153195,-32.68620830536267,Malware,4
2024-02-06,Phishing attack detected targeting enterprise network assets.,Critical,3.7973413036419785,71.32675091896823,Phishing,3
2024-02-06,Ransomware attack detected targeting enterprise network assets.,High,1.9605329364335589,108.3464187848399,Ransomware,2
2024-02-06,Phishing attack detected targeting enterprise network assets.,High,-34.06409944601843,75.59909878351621,Phishing,4
2024-02-06,Phishing attack detected targeting enterprise network assets.,Medium,15.56096878493959,-110.60393111225525,Phishing,2
2024-02-07,Phishing attack detected targeting enterprise network assets.,Medium,-42.52609199793335,-139.72000944871434,Phishing,3
2024-02-07,Phishing attack detected targeting enterprise network assets.,Low,-41.95277945253735,-159.1325121874145,Phishing,2
2024-02-08,Phishing attack detected targeting enterprise network assets.,Medium,-14.647125349410608,137.4493261593043,Phishing,3
2024-02-08,Phishing attack detected targeting enterprise network assets.,Low,35.012771776473755,140.26894618273212,Phishing,4
2024-02-08,DDoS attack detected targeting enterprise network assets.,High,-53.7476962846686,90.08463416045277,DDoS,4
2024-02-08,Phishing attack detected targeting enterprise network assets.,High,47.267247970063636,-100.35040422779389,Phishing,4
2024-02-08,Phishing attack detected targeting enterprise network assets.,Critical,-18.8944443014557,28.258136254418133,Phishing,3
2024-02-09,DDoS attack detected targeting enterprise network assets.,Medium,0.14837213704883823,-63.55908026747454,DDoS,4
2024-02-09,Malware attack detected targeting enterprise network assets.,Medium,56.944694525693905,-37.15480916057234,Malware,3
2024-02-09,DDoS attack detected targeting enterprise network assets.,High,-44.80325470791267,140.74627955631206,DDoS,4
2024-02-09,Phishing attack detected targeting enterprise network assets.,Low,43.22327460513847,38.423281897124326,Phishing,3
2024-02-10,Malware attack detected targeting enterprise network assets.,Medium,-19.476131186578733,-80.48347525937096,Malware,2
2024-02-10,DDoS attack detected targeting enterprise network assets.,High,39.11962914628977,120.56500376375982,DDoS,0
2024-02-10,Malware attack detected targeting enterprise network assets.,Low,50.03879792548736,-119.20362805376563,Malware,2
2024-02-10,Malware attack detected targeting enterprise network assets.,Medium,-6.835826978885883,87.00223379143841,Malware,2
2024-02-10,Ransomware attack detected targeting enterprise network assets.,High,33.103279715283776,31.68939672874447,Ransomware,2
2024-02-11,Phishing attack detected targeting enterprise network assets.,Medium,-4.932407885337227,-67.86252272776764,Phishing,2
2024-02-11,Malware attack detected targeting enterprise network assets.,Low,-46.89670160793476,-78.0750298068281,Malware,2
2024-02-11,DDoS attack detected targeting enterprise network assets.,Critical,42.71100282613128,-152.632766467956,DDoS,2
2024-02-11,DDoS attack detected targeting enterprise network assets.,Medium,-51.04019988226156,-135.25725904358808,DDoS,1
2024-02-11,Phishing attack detected targeting enterprise network assets.,Critical,-44.0345983600546,-84.51006892957402,Phishing,1
2024-02-12,Ransomware attack detected targeting enterprise network assets.,Critical,53.08652706807668,6.02817828034307,Ransomware,4
2024-02-12,Malware attack detected targeting enterprise network assets.,High,-33.27462491116712,92.09276438863756,Malware,3
2024-02-12,Ransomware attack detected targeting enterprise network assets.,Medium,52.25735827968441,135.34727417551517,Ransomware,4
2024-02-13,Ransomware attack detected targeting enterprise network assets.,Medium,-30.801373017802344,-15.219354837538106,Ransomware,4
2024-02-13,Malware attack detected targeting enterprise network assets.,Medium,-5.53969156440877,132.750688341792,Malware,2
2024-02-13,Ransomware attack detected targeting enterprise network assets.,High,-58.29772064351663,52.33195904534739,Ransomware,4
2024-02-14,Malware attack detected targeting enterprise network assets.,High,51.88216232579542,11.222310058770745,Malware,2
2024-02-14,DDoS attack detected targeting enterprise network assets.,Low,37.49486115189312,-92.83021020941256,DDoS,4
2024-02-15,Malware attack detected targeting enterprise network assets.,High,-10.895626832777992,107.70074025354654,Malware,4
2024-02-15,Phishing attack detected targeting enterprise network assets.,High,8.594204918822157,11.025885202319017,Phishing,2
2024-02-15,Phishing attack detected targeting enterprise network assets.,High,-46.61240768692898,-53.0039003806457,Phishing,4
2024-02-16,Phishing attack detected targeting enterprise network assets.,Medium,23.719940621072055,-29.205065248609145,Phishing,4
2024-02-16,DDoS attack detected targeting enterprise network assets.,High,25.66011244831968,-151.32928239888528,DDoS,4
2024-02-16,Ransomware attack detected targeting enterprise network assets.,High,-57.43763009193266,-126.68525376493636,Ransomware,4
2024-02-16,Ransomware attack detected targeting enterprise network assets.,High,-29.036238463925553,-128.17875431700955,Ransomware,3
2024-02-16,Phishing attack detected targeting enterprise network assets.,Critical,-8.366141149600871,53.78724370260676,Phishing,2
2024-02-17,DDoS attack detected targeting enterprise network assets.,Low,22.321300738424867,75.48947622272073,DDoS,0
2024-02-17,Malware attack detected targeting enterprise network assets.,Critical,23.580323269852926,65.26276324432303,Malware,0
2024-02-17,DDoS attack detected targeting enterprise network assets.,Medium,47.26395308494577,-43.82105209757103,DDoS,2
2024-02-17,Malware attack detected targeting enterprise network assets.,Medium,40.59848801617423,-43.917473706897454,Malware,0
2024-02-18,Phishing attack detected targeting enterprise network assets.,High,-41.78528715036117,117.90975228733208,Phishing,2
2024-02-18,DDoS attack detected targeting enterprise network assets.,Medium,3.021187729545005,3.986449882214913,DDoS,0
2024-02-18,Malware attack detected targeting enterprise network assets.,Medium,-31.656996025768755,46.41733368618543,Malware,1
2024-02-18,Phishing attack detected targeting enterprise network assets.,Critical,29.85884148925507,58.61883406255404,Phishing,1
2024-02-18,Malware attack detected targeting enterprise network assets.,Critical,4.7517979564307495,-138.50387202697277,Malware,0
2024-02-19,DDoS attack detected targeting enterprise network assets.,Medium,-58.57054227439754,-116.19659837798167,DDoS,2
2024-02-19,Ransomware attack detected targeting enterprise network assets.,High,18.067191856374933,52.81173585480175,Ransomware,4
2024-02-19,Malware attack detected targeting enterprise network assets.,Medium,-10.191991327565333,6.053665690508012,Malware,3
2024-02-20,Malware attack detected targeting enterprise network assets.,Low,18.40977423063046,-81.4882849019773,Malware,2
2024-02-20,Ransomware attack detected targeting enterprise network assets.,Medium,33.475967673951914,-64.92105100058399,Ransomware,4
2024-02-20,Ransomware attack detected targeting enterprise network assets.,High,61.78786611221854,74.4230711072801,Ransomware,2
2024-02-20,Ransomware attack detected targeting enterprise network assets.,Medium,17.36013099103313,-143.5437396850399,Ransomware,3
2024-02-21,Phishing attack detected targeting enterprise network assets.,High,1.6508501310480526,-49.79720574584536,Phishing,2
2024-02-21,Malware attack detected targeting enterprise network assets.,High,-3.4724459815129904,-81.15134936348582,Malware,4
2024-02-21,DDoS attack detected targeting enterprise network assets.,High,-24.62113216010485,28.87381339810787,DDoS,4
2024-02-21,Ransomware attack detected targeting enterprise network assets.,Critical,-42.21357798053502,144.07595322265678,Ransomware,4
2024-02-22,Phishing attack detected targeting enterprise network assets.,Critical,38.591013812938584,44.46380330696377,Phishing,2
2024-02-22,Phishing attack detected targeting enterprise network assets.,High,67.47498402339846,129.076420043528,Phishing,4
2024-02-22,Malware attack detected targeting enterprise network assets.,Critical,-54.87451452209423,65.78405520502031,Malware,4
2024-02-22,Phishing attack detected targeting enterprise network assets.,High,59.01347868644544,-149.13728685254438,Phishing,2
2024-02-22,Ransomware attack detected targeting enterprise network assets.,Critical,66.2375718714978,142.16527651629883,Ransomware,3
2024-02-23,Ransomware attack detected targeting enterprise network assets.,Medium,7.916494889251965,46.254928200263095,Ransomware,3
2024-02-23,Ransomware attack detected targeting enterprise network assets.,High,2.53804489973124,123.19947408744997,Ransomware,4
2024-02-23,Ransomware attack detected targeting enterprise network assets.,Medium,14.415608726350541,97.27263340828722,Ransomware,2
2024-02-23,Malware attack detected targeting enterprise network assets.,High,55.177107270704326,37.076220218337454,Malware,3
2024-02-23,Ransomware attack detected targeting enterprise network assets.,Critical,-57.23497658944967,119.90453525894384,Ransomware,2
2024-02-24,Ransomware attack detected targeting enterprise network assets.,Low,-58.76689362829525,-143.14117248728684,Ransomware,0
2024-02-24,Malware attack detected targeting enterprise network assets.,Medium,15.498436939552604,-73.06016925791869,Malware,0
2024-02-24,Malware attack detected targeting enterprise network assets.,Medium,7.927494912488001,74.32697829908645,Malware,0
2024-02-24,Phishing attack detected targeting enterprise network assets.,Medium,50.86683681994718,68.97706087495743,Phishing,0
2024-02-24,Malware attack detected targeting enterprise network assets.,Critical,-54.13691196135799,-124.97036842268315,Malware,0
2024-02-25,Ransomware attack detected targeting enterprise network assets.,Critical,42.224851874021766,-131.38847926007696,Ransomware,1
2024-02-25,Ransomware attack detected targeting enterprise network assets.,Critical,0.762196462483061,36.29164454742647,Ransomware,0
2024-02-25,DDoS attack detected targeting enterprise network assets.,Medium,62.555130637566336,47.88692767755791,DDoS,0
2024-02-25,Phishing attack detected targeting enterprise network assets.,Medium,-37.05135583928393,-89.44441309754389,Phishing,0
2024-02-25,DDoS attack detected targeting enterprise network assets.,Medium,-52.48045204675847,150.11284164505963,DDoS,0
2024-02-26,Phishing attack detected targeting enterprise network assets.,High,-26.16966216630145,4.8793357807122675,Phishing,3
2024-02-26,DDoS attack detected targeting enterprise network assets.,Critical,0.2394972680305898,39.33996253923797,DDoS,2
2024-02-26,Malware attack detected targeting enterprise network assets.,Critical,51.81648613433009,-13.62172871241367,Malware,4
2024-02-26,Malware attack detected targeting enterprise network assets.,Critical,64.23469476986794,115.88083752494418,Malware,2
2024-02-26,Malware attack detected targeting enterprise network assets.,High,-48.69172121151668,-29.29497181737642,Malware,4
2024-02-27,Malware attack detected targeting enterprise network assets.,Low,9.23832752209907,147.8790312294559,Malware,2
2024-02-27,Malware attack detected targeting enterprise network assets.,Critical,4.369048511816658,-6.21229525547264,Malware,2
2024-02-27,Ransomware attack detected targeting enterprise network assets.,Medium,28.14209983267827,21.034228478653148,Ransomware,2
2024-02-27,DDoS attack detected targeting enterprise network assets.,High,25.59873850559532,112.18615331015741,DDoS,4
2024-02-28,Ransomware attack detected targeting enterprise network assets.,Medium,60.91174556626602,-126.13308997485312,Ransomware,4
2024-02-28,Ransomware attack detected targeting enterprise network assets.,Critical,64.97098746403796,-11.049597193605251,Ransomware,4
2024-02-29,DDoS attack detected targeting enterprise network assets.,Medium,36.656073317909005,-108.55683326454138,DDoS,3
2024-02-29,Malware attack detected targeting enterprise network assets.,Medium,-34.892727603651906,-133.0885681702449,Malware,4
2024-02-29,Malware attack detected targeting enterprise network assets.,Low,-11.029602941716163,-157.09683051112802,Malware,2
2024-03-01,Ransomware attack detected targeting enterprise network assets.,High,10.364655227894332,148.15744123487826,Ransomware,9
2024-03-01,Phishing attack detected targeting enterprise network assets.,High,42.54490764319675,-104.39888790157863,Phishing,8
2024-03-01,Malware attack detected targeting enterprise network assets.,High,32.11436059834182,-8.456355700771667,Malware,6
2024-03-02,Phishing attack detected targeting enterprise network assets.,Critical,27.886793434278076,-17.293341756697146,Phishing,6
2024-03-02,DDoS attack detected targeting enterprise network assets.,Low,-57.12393830123035,-56.44472987214681,DDoS,7
2024-03-02,Phishing attack detected targeting enterprise network assets.,Low,-39.33802317402166,-10.067386634053008,Phishing,4
2024-03-03,Ransomware attack detected targeting enterprise network assets.,High,30.17868935159352,-89.35372390759667,Ransomware,5
2024-03-03,Phishing attack detected targeting enterprise network assets.,Low,52.84706192919808,148.2357291008422,Phishing,2
2024-03-03,Malware attack detected targeting enterprise network assets.,High,-8.312728264836743,-72.25113524842558,Malware,6
2024-03-03,DDoS attack detected targeting enterprise network assets.,High,36.95881156402535,-95.88507406441195,DDoS,2
2024-03-04,Ransomware attack detected targeting enterprise network assets.,Medium,10.620264752694553,-109.04136375063537,Ransomware,4
2024-03-04,DDoS attack detected targeting enterprise network assets.,High,49.8218196551954,83.52767710175965,DDoS,6
2024-03-04,Malware attack detected targeting enterprise network assets.,Critical,65.7764642697911,-100.65316010347061,Malware,22
2024-03-05,Phishing attack detected targeting enterprise network assets.,High,-4.060233663069852,-95.83208745589225,Phishing,7
2024-03-05,Phishing attack detected targeting enterprise network assets.,Medium,16.734312055130914,-21.361040329070192,Phishing,4
2024-03-06,Phishing attack detected targeting enterprise network assets.,Medium,2.392048513226058,32.006575398177176,Phishing,6
2024-03-06,DDoS attack detected targeting enterprise network assets.,High,-54.849552704713574,-6.237776877494753,DDoS,4
2024-03-06,Phishing attack detected targeting enterprise network assets.,Low,4.855459948676284,37.809834981798105,Phishing,5
2024-03-07,DDoS attack detected targeting enterprise network assets.,Low,9.45148677693787,122.41071546227198,DDoS,5
2024-03-07,Phishing attack detected targeting enterprise network assets.,Medium,-42.74695197440215,21.6130714436986,Phishing,6
2024-03-07,Phishing attack detected targeting enterprise network assets.,Low,27.150109586073583,144.4959917937046,Phishing,6
2024-03-08,Phishing attack detected targeting enterprise network assets.,High,19.682742732528766,-64.37251637205958,Phishing,8
2024-03-08,Phishing attack detected targeting enterprise network assets.,High,2.9717981846252783,51.462437855760214,Phishing,6
2024-03-09,Ransomware attack detected targeting enterprise network assets.,Low,-38.68006747136536,-19.645690723347712,Ransomware,4
2024-03-09,DDoS attack detected targeting enterprise network assets.,Medium,53.331863656986215,-89.85152404542582,DDoS,5
2024-03-09,DDoS attack detected targeting enterprise network assets.,Critical,-3.6248065856694467,-146.02826953364442,DDoS,4
2024-03-09,Phishing attack detected targeting enterprise network assets.,Medium,10.522222643517779,-2.1514090291841512,Phishing,5
2024-03-10,Phishing attack detected targeting enterprise network assets.,Low,-26.501224493542225,-11.960653843418783,Phishing,3
2024-03-10,Malware attack detected targeting enterprise network assets.,Critical,21.73942636677286,75.31209557304084,Malware,6
2024-03-11,Malware attack detected targeting enterprise network assets.,High,16.447589151710304,-150.59377735791767,Malware,8
2024-03-11,Ransomware attack detected targeting enterprise network assets.,Critical,-5.176279506450797,-71.41510488478349,Ransomware,7
2024-03-11,DDoS attack detected targeting enterprise network assets.,Medium,0.5556649126323094,107.51938040998704,DDoS,6
2024-03-12,DDoS attack detected targeting enterprise network assets.,High,22.23026931941979,-40.68843609954098,DDoS,7
2024-03-12,Phishing attack detected targeting enterprise network assets.,Medium,-27.859960327586982,118.63996840720364,Phishing,7
